Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
2379,17,31,2,65,97450.0,5625.0,65,221
2872,17,31,2,65,82469.0,5625.0,65,221
2985,5,457,7,69,2850.0,0.0,65,221
2149,2,457,7,69,3000.0,0.0,65,221
1628,7,457,7,69,8500.0,0.0,65,221
3145,7,459,7,69,91700.0,5625.0,65,221
2920,17,457,7,69,6000.0,0.0,65,221
2441,17,457,7,69,0.0,0.0,65,221
2180,7,1609,2,74,550.0,0.0,65,221
1469,17,1609,2,74,800.0,0.0,65,221
466,17,457,7,84,10000.0,0.0,65,221
3228,17,457,7,84,97450.0,5625.0,65,221
1542,7,1609,2,84,2163.0,0.0,65,221
1367,17,1132,6,495,15000.0,750.0,65,221
1367,17,403,6,515,15000.0,750.0,65,221
528,17,257,7,525,1500.0,0.0,65,221
2195,17,1609,2,530,450.0,0.0,65,221
2181,7,1610,2,530,4500.0,0.0,65,221
1177,17,1528,0,535,45000.0,5250.0,65,221
528,17,179,7,550,1500.0,0.0,65,221
2571,17,1168,7,698,75000.0,5625.0,65,221
2179,7,1587,0,720,1800.0,0.0,65,221
1714,17,791,2,726,1500.0,0.0,65,221
425,17,2016,0,745,2200.0,0.0,65,221
1819,7,257,7,749,1200.0,0.0,65,221
764,17,457,7,588,97450.0,5625.0,65,221
1796,17,787,2,588,18875.0,1331.0,65,221
2476,17,787,2,588,0.0,0.0,65,221
1413,17,783,2,588,5500.0,0.0,65,221
3061,7,787,2,588,9500.0,0.0,65,221
2373,17,787,2,588,9000.0,0.0,65,221
1819,7,179,7,588,1200.0,0.0,65,221
3013,17,132,7,588,75000.0,5625.0,65,221
1368,17,1997,7,588,15000.0,750.0,65,221
1368,17,1519,7,588,15000.0,750.0,65,221
3026,17,1113,2,591,55000.0,5625.0,65,221
3033,17,1882,0,591,85000.0,5625.0,65,221
1659,17,1403,0,591,20000.0,1500.0,65,221
1112,11,1609,2,620,1400.0,0.0,65,221
2183,7,1609,2,620,3000.0,0.0,65,221
2277,17,1609,2,620,0.0,0.0,65,221
1754,17,787,2,651,5500.0,0.0,65,221
1951,17,787,2,651,5000.0,0.0,65,221
355,7,457,7,666,4500.0,0.0,65,221
2190,7,787,2,666,4000.0,0.0,65,221
1775,17,787,2,666,0.0,0.0,65,221
2238,11,787,2,799,2000.0,0.0,65,221
2194,17,180,7,849,3500.0,0.0,65,221
2524,7,457,7,868,4500.0,0.0,65,221
703,17,788,2,771,5000.0,0.0,65,221
412,17,1609,2,771,2200.0,0.0,65,221
814,17,1609,2,771,44000.0,5100.0,65,221
352,3,787,2,775,2000.0,0.0,65,221
357,17,787,2,775,9000.0,0.0,65,221
915,17,970,2,787,3000.0,0.0,65,221
2386,17,2016,0,787,2000.0,0.0,65,221
1678,17,952,0,806,15000.0,0.0,65,221
1759,2,1221,0,823,8000.0,0.0,65,221
709,7,787,2,987,5500.0,0.0,65,221
2181,7,787,2,987,1500.0,0.0,65,221
1932,11,787,2,987,600.0,0.0,65,221
516,17,787,2,987,9500.0,0.0,65,221
926,7,791,2,987,8000.0,0.0,65,221
2181,7,787,2,987,1000.0,0.0,65,221
110,17,786,2,987,0.0,0.0,65,221
2181,7,787,2,987,2500.0,0.0,65,221
2303,17,161,7,987,1200.0,0.0,65,221
1759,2,787,2,990,8000.0,0.0,65,221
2334,7,787,2,990,500.0,0.0,65,221
2342,7,787,2,990,500.0,0.0,65,221
2347,7,787,2,990,0.0,0.0,65,221
2331,17,1489,2,995,1200.0,0.0,7,178
164,17,343,2,892,1200.0,0.0,65,221
463,17,781,2,892,95000.0,5625.0,65,221
2314,17,781,2,892,62000.0,5625.0,65,221
2315,17,781,2,892,45000.0,5250.0,65,221
2316,17,781,2,892,97450.0,5625.0,65,221
1678,17,595,7,895,15000.0,750.0,65,221
1678,17,1377,6,895,15000.0,750.0,65,221
1678,17,873,0,895,15000.0,750.0,65,221
1979,2,1609,2,902,8000.0,0.0,65,221
2341,17,1609,2,902,1500.0,0.0,65,221
2327,7,256,7,929,800.0,0.0,65,221
431,17,1060,0,929,3500.0,0.0,65,221
943,17,379,0,929,400.0,0.0,65,221
1796,17,2016,0,942,2000.0,0.0,65,221
258,7,380,2,948,500.0,0.0,65,221
1777,17,787,2,958,3200.0,0.0,65,221
2184,7,787,2,958,10000.0,0.0,65,221
934,17,1609,2,958,800.0,0.0,65,221
743,17,1609,2,958,3000.0,0.0,65,221
2909,17,343,2,969,17040.0,1056.0,65,221
1667,17,1947,7,973,18000.0,1200.0,65,221
2182,7,1609,2,985,3000.0,0.0,65,221
1832,17,1609,2,985,0.0,0.0,65,221
2311,2,2016,0,985,8000.0,0.0,65,221
1670,17,1404,0,985,45000.0,5250.0,65,221
2869,17,1609,2,1002,97450.0,5625.0,65,221
829,17,787,2,1042,50000.0,5625.0,65,221
3015,17,792,2,1042,97450.0,5625.0,65,221
1367,17,842,6,1092,15000.0,750.0,65,221
3196,17,2016,0,1092,1050.0,0.0,65,221
3015,17,2024,7,1092,97450.0,5625.0,65,221
1667,17,711,7,1092,18000.0,1200.0,65,221
1667,17,1909,7,1092,18000.0,1200.0,65,221
1667,17,357,0,1092,18000.0,1200.0,65,221
1667,17,939,0,1092,18000.0,1200.0,65,221
1667,17,1700,0,1092,18000.0,1200.0,65,221
1667,17,524,11,1092,18000.0,1200.0,65,221
1667,17,1154,11,1092,18000.0,1200.0,65,221
1667,17,1496,11,1092,18000.0,0.0,65,221
1667,17,1557,11,1092,18000.0,0.0,65,221
1667,17,1686,0,1092,18000.0,0.0,65,221
1667,17,487,0,1092,18000.0,0.0,65,221
1125,7,787,2,1104,1800.0,0.0,65,221
3013,17,941,2,1117,85000.0,5625.0,65,221
2481,7,1609,2,1122,1000.0,0.0,65,221
2181,7,1609,2,1122,500.0,0.0,65,221
2184,7,788,2,1006,3000.0,0.0,65,221
3016,17,99,7,1011,97450.0,5625.0,65,221
3015,17,750,2,1023,97450.0,5625.0,65,221
114,11,179,7,1026,3200.0,0.0,65,221
2311,2,178,7,1026,5000.0,0.0,65,221
1367,17,13,7,1054,15000.0,750.0,65,221
1678,17,610,7,1062,15000.0,750.0,65,221
1678,17,690,7,1062,15000.0,750.0,65,221
1678,17,652,7,1067,15000.0,750.0,65,221
2786,17,1063,2,1088,19500.0,0.0,7,21
2552,7,256,7,1159,1800.0,0.0,65,221
1667,17,824,6,1225,18000.0,1200.0,65,221
114,11,256,7,1133,3200.0,0.0,65,221
2311,2,451,0,1138,5000.0,0.0,65,221
114,11,451,0,1138,3200.0,0.0,65,221
3116,2,457,7,1170,42700.0,5625.0,65,221
3113,7,457,7,1170,7500.0,0.0,65,221
2977,7,457,7,1170,7300.0,0.0,65,221
2633,17,23,7,1181,25000.0,2250.0,65,221
2884,21,217,2,1189,97450.0,5625.0,65,221
3047,2,217,2,1189,8500.0,0.0,65,221
311,17,217,2,1189,0.0,0.0,65,221
371,7,217,2,1189,8000.0,0.0,65,221
3194,17,1609,2,1194,3000.0,0.0,65,221
2633,17,160,7,1194,25000.0,2250.0,65,221
866,17,784,2,1196,3000.0,0.0,65,221
2633,17,1682,7,1196,25000.0,2250.0,65,221
2392,6,1941,2,1210,900.0,0.0,65,221
283,17,1941,0,1210,4000.0,0.0,65,221
2402,17,1941,0,1210,1800.0,0.0,65,221
2634,17,1445,0,1309,35000.0,3750.0,65,221
2281,17,1958,0,1309,4000.0,0.0,65,221
2266,2,797,9,1244,1000.0,0.0,65,221
312,17,797,9,1244,0.0,0.0,65,221
340,17,797,9,1244,1500.0,0.0,65,221
486,13,1752,7,1249,0.0,525.0,65,221
485,13,198,7,1249,7500.0,0.0,65,221
485,13,196,7,1249,7500.0,0.0,65,221
3074,13,580,7,1249,9700.0,0.0,65,221
484,13,1093,0,1249,5000.0,0.0,65,221
484,13,1622,0,1249,5000.0,0.0,65,221
484,13,1190,0,1249,5000.0,0.0,65,221
484,13,1011,0,1249,5000.0,0.0,65,221
484,13,909,0,1249,5000.0,0.0,65,221
484,13,1378,0,1249,5000.0,0.0,65,221
2446,6,1609,2,1252,4000.0,0.0,65,221
1133,2,1609,2,1252,7000.0,0.0,65,221
895,17,1609,2,1252,1800.0,0.0,65,221
912,17,1609,2,1252,5000.0,0.0,65,221
2186,7,1609,2,1252,2000.0,0.0,65,221
2307,17,1611,2,1252,500.0,0.0,65,221
767,17,457,7,1261,97450.0,5625.0,65,221
3013,17,644,7,1292,85000.0,5625.0,65,221
3014,17,798,2,1297,85000.0,5625.0,65,221
1851,17,179,7,1300,1000.0,0.0,65,221
1882,17,253,7,1314,800.0,0.0,65,221
2269,17,1428,2,1378,0.0,0.0,65,221
171,17,255,7,1348,30000.0,3000.0,65,221
2092,17,1683,7,1354,30000.0,3000.0,65,221
1718,11,1476,7,1356,1200.0,0.0,65,221
1718,11,799,7,1356,1200.0,0.0,65,221
1660,17,161,7,1356,30000.0,3000.0,65,221
2317,17,2031,7,1356,50000.0,5625.0,65,221
1660,17,116,7,1356,30000.0,3000.0,65,221
1676,17,1321,7,1356,10000.0,0.0,65,221
1638,17,1920,7,1356,30000.0,3000.0,5,8
1676,17,704,7,1356,14000.0,600.0,65,221
289,17,190,7,1356,10000.0,0.0,65,221
289,17,1138,7,1356,10000.0,0.0,65,221
289,17,1412,7,1356,10000.0,0.0,65,221
289,17,1099,11,1356,14000.0,600.0,65,221
289,17,491,11,1356,14000.0,600.0,65,221
289,17,1696,7,1356,10000.0,0.0,65,221
289,17,475,11,1356,5500.0,0.0,65,221
289,17,476,11,1356,14000.0,0.0,65,221
289,17,289,11,1356,5500.0,0.0,65,221
289,17,293,11,1356,10000.0,0.0,65,221
289,17,1853,11,1356,5500.0,0.0,65,221
290,17,283,11,1356,45000.0,0.0,65,221
290,17,284,11,1356,45000.0,0.0,65,221
289,17,1127,0,1356,14000.0,0.0,65,221
289,17,1556,7,1356,14000.0,0.0,65,221
2775,17,1440,2,1356,85000.0,5625.0,65,221
2793,17,868,2,1361,85000.0,5625.0,65,221
2580,17,1879,0,1368,20000.0,1500.0,65,221
286,17,161,7,1382,55000.0,5625.0,65,221
3109,17,161,7,1382,0.0,0.0,65,221
973,6,1064,2,1382,1500.0,0.0,7,180
1616,7,1428,2,1382,7500.0,0.0,65,221
1852,17,1428,2,1382,97450.0,5625.0,65,221
1660,17,1075,0,1382,30000.0,3000.0,65,221
2625,17,457,7,1389,97450.0,5625.0,65,221
107,7,1578,2,1395,4000.0,0.0,65,221
2415,17,1368,0,1395,1800.0,0.0,7,174
3013,17,1000,2,1414,85000.0,5625.0,65,221
1667,17,1180,6,1421,18000.0,1200.0,65,221
3182,17,944,2,1421,85000.0,5625.0,65,221
503,17,1428,2,1421,37000.0,5550.0,65,221
2124,1,1428,2,1421,1500.0,0.0,65,221
328,17,1428,2,1421,97450.0,5625.0,65,221
2419,17,1428,2,1421,19760.0,1464.0,65,221
1676,17,1179,6,1421,14000.0,600.0,65,221
1667,17,1328,6,1430,18000.0,1200.0,65,221
1638,17,1327,6,1430,14000.0,600.0,5,8
1667,17,32,6,215,18000.0,1200.0,65,221
1637,17,1282,6,215,0.0,1200.0,65,221
2520,3,457,7,218,3500.0,0.0,65,221
2181,7,457,7,218,6500.0,0.0,65,221
2165,17,457,7,218,5000.0,0.0,65,221
3052,17,1428,2,226,4600.0,0.0,65,221
1676,17,1346,7,123,5500.0,0.0,65,221
3077,7,1064,2,126,8060.0,0.0,7,177
305,11,258,7,130,1500.0,0.0,65,221
1660,17,1335,2,133,30000.0,3000.0,65,221
510,17,1428,2,135,8000.0,0.0,65,221
2344,17,1428,2,135,10000.0,0.0,65,221
3240,17,1428,2,144,97450.0,5625.0,65,221
339,7,1428,2,144,650.0,0.0,65,221
1676,17,1133,6,155,14000.0,600.0,65,221
1632,17,1453,2,158,300.0,0.0,7,184
1367,17,892,6,158,15000.0,750.0,65,221
2421,17,1428,2,158,1500.0,0.0,65,221
371,7,1428,2,158,5500.0,0.0,65,221
2960,17,1004,2,158,85000.0,5625.0,65,221
488,17,1428,2,165,23000.0,1950.0,65,221
1667,17,1253,6,168,18000.0,1200.0,65,221
2636,17,1252,6,168,5500.0,0.0,65,221
1639,17,182,7,175,97450.0,0.0,7,72
1676,17,1014,6,180,14000.0,600.0,65,221
175,17,1262,2,182,200.0,0.0,65,221
1667,17,1076,6,182,18000.0,1200.0,65,221
1667,17,1468,6,182,18000.0,1200.0,65,221
450,17,1428,2,182,0.0,0.0,65,221
216,17,1428,2,182,0.0,0.0,65,221
3015,17,1235,2,187,85000.0,5625.0,65,221
2960,17,214,2,189,85000.0,5625.0,65,221
1367,17,244,7,266,15000.0,750.0,65,221
3015,17,765,2,313,85000.0,5625.0,7,176
3013,17,1842,2,317,85000.0,5625.0,65,221
2417,17,161,7,321,0.0,0.0,65,221
158,17,1428,2,329,4000.0,0.0,65,221
2483,17,1428,2,329,10000.0,0.0,65,221
2815,17,1428,2,329,16500.0,975.0,65,221
195,17,1428,2,329,3200.0,0.0,65,221
2479,1,1428,2,329,1200.0,0.0,65,221
157,17,1439,2,329,2000.0,0.0,65,221
2431,6,796,9,238,3000.0,0.0,65,221
263,17,1428,2,238,6000.0,0.0,65,221
1883,17,1259,0,242,4200.0,0.0,65,221
2568,17,451,0,242,3300.0,0.0,65,221
2811,2,1428,2,270,5600.0,0.0,65,221
335,2,457,7,276,22000.0,1800.0,65,221
3015,17,1330,2,276,85000.0,5625.0,65,221
2452,17,1428,2,276,2000.0,0.0,65,221
479,7,822,2,291,0.0,0.0,49,204
2801,17,1428,2,295,6600.0,0.0,65,221
154,17,1428,2,295,3500.0,0.0,65,221
2250,17,1428,2,304,1500.0,0.0,65,221
238,7,1428,2,304,1800.0,0.0,65,221
3224,17,1428,2,304,14000.0,600.0,65,221
3197,17,588,7,308,1800.0,0.0,65,221
3154,17,796,9,334,5600.0,0.0,65,221
2569,17,451,0,378,3800.0,0.0,65,221
481,17,1453,2,430,200.0,0.0,7,182
1676,17,1078,6,438,10000.0,0.0,65,221
3015,17,924,2,443,97450.0,5625.0,65,221
2283,17,1428,2,443,3500.0,0.0,65,221
2813,17,1428,2,443,97450.0,5625.0,65,221
2348,7,1428,2,443,10800.0,120.0,65,221
270,17,1428,2,443,2150.0,0.0,65,221
275,17,1428,2,443,4000.0,0.0,65,221
2823,10,1428,2,443,13400.0,510.0,65,221
1117,17,161,7,448,1500.0,0.0,65,221
1796,17,161,7,448,2000.0,0.0,65,221
196,17,1428,2,448,3750.0,0.0,65,221
165,17,1428,2,448,500.0,0.0,65,221
2445,17,1428,2,448,3000.0,0.0,65,221
2531,17,1428,2,448,50.0,0.0,65,221
2564,17,1428,2,448,3500.0,0.0,65,221
2371,17,1428,2,448,0.0,0.0,65,221
2837,10,1428,2,448,5510.0,0.0,65,221
152,7,1453,2,341,4500.0,0.0,65,221
264,17,1428,2,347,8000.0,0.0,65,221
2839,17,1453,2,357,4900.0,0.0,65,221
279,17,1128,2,357,1400.0,0.0,65,221
2842,7,1428,2,357,1000.0,0.0,65,221
267,17,1428,2,357,0.0,0.0,65,221
2181,7,1428,2,357,1000.0,0.0,65,221
2543,17,1428,2,385,6500.0,0.0,65,221
2533,17,1451,2,391,1200.0,0.0,65,221
1554,17,927,0,395,3000.0,0.0,65,221
839,17,1064,2,399,4500.0,0.0,7,181
3013,17,1234,2,407,85000.0,5625.0,65,221
161,17,1840,2,413,3200.0,0.0,65,221
2534,17,1153,0,417,350.0,0.0,65,221
2529,17,1428,2,417,14700.0,705.0,65,221
266,17,1428,2,417,5500.0,0.0,65,221
158,17,1428,2,417,7000.0,0.0,65,221
2773,7,1428,2,417,3200.0,0.0,65,221
238,7,1428,2,417,500.0,0.0,65,221
3206,7,1428,2,417,20900.0,1635.0,65,221
2861,7,1428,2,417,9000.0,0.0,65,221
330,17,1428,2,417,0.0,0.0,65,221
257,17,1428,2,417,0.0,0.0,65,221
269,17,1428,2,417,1000.0,0.0,65,221
2229,17,520,2,424,75.0,0.0,65,221
3117,2,1064,2,424,9050.0,0.0,7,175
2289,17,1064,2,424,100.0,0.0,7,179
1367,17,516,11,437,15000.0,750.0,65,221
1367,17,510,11,437,15000.0,750.0,65,221
1282,17,953,7,335,40000.0,4500.0,65,221
2120,17,953,7,335,58000.0,5625.0,65,221
237,7,1428,2,1424,2500.0,0.0,65,221
210,17,1428,2,1424,2000.0,0.0,65,221
207,17,1428,2,1424,1000.0,0.0,65,221
2832,17,1428,2,1424,0.0,0.0,65,221
267,17,1428,2,1424,3000.0,0.0,65,221
398,7,1428,2,1424,25000.0,2250.0,65,221
197,17,1428,2,1424,15000.0,750.0,65,221
2818,7,1428,2,1424,3700.0,0.0,65,221
267,17,1428,2,1424,2800.0,0.0,65,221
2798,7,1102,0,206,250.0,0.0,65,221
2014,17,1426,2,1160,38000.0,4200.0,65,221
2959,17,1428,2,1310,97450.0,5625.0,65,221
2955,17,471,7,1043,46000.0,5400.0,65,221
1354,2,1109,2,1323,8000.0,0.0,65,221
1931,11,1080,2,1215,22000.0,0.0,7,142
166,7,1428,2,330,2000.0,0.0,65,221
2826,17,1428,2,330,6800.0,0.0,65,221
277,17,1428,2,330,2500.0,0.0,65,221
222,2,1428,2,330,18000.0,1200.0,65,221
281,17,1428,2,330,3000.0,0.0,65,221
418,17,1428,2,330,0.0,0.0,65,221
148,7,1428,2,1442,3200.0,0.0,65,221
103,17,1428,2,1442,0.0,0.0,65,221
2253,17,1428,2,1442,1500.0,0.0,65,221
253,17,123,7,1105,4500.0,0.0,65,221
253,17,118,7,1105,4500.0,0.0,65,221
253,17,2024,7,1105,4500.0,0.0,65,221
253,17,1223,7,1105,4500.0,0.0,65,221
274,17,1183,7,1105,3000.0,0.0,65,221
274,17,2017,7,1105,3000.0,0.0,65,221
274,7,713,7,1105,3000.0,0.0,65,221
274,17,1678,7,1105,3000.0,0.0,65,221
222,2,1109,2,1105,7200.0,0.0,65,221
261,17,1108,2,1105,2500.0,0.0,65,221
160,17,1109,2,1105,600.0,0.0,65,221
1691,17,1520,0,1226,70000.0,5625.0,65,221
292,17,247,7,1445,40000.0,4500.0,65,221
291,17,247,7,1445,14000.0,600.0,65,221
292,17,575,7,1445,40000.0,4500.0,65,221
291,17,574,7,1445,14000.0,600.0,65,221
235,17,1428,2,233,2400.0,0.0,65,221
278,17,1428,2,233,97450.0,5625.0,65,221
347,17,1428,2,699,1500.0,0.0,65,221
410,17,1428,2,864,10000.0,0.0,65,221
2510,17,1428,2,864,16000.0,900.0,65,221
222,2,1428,2,864,8000.0,0.0,65,221
223,2,1428,2,864,30000.0,3000.0,65,221
225,17,1428,2,991,350.0,0.0,65,221
2822,17,1428,2,991,12400.0,360.0,65,221
2494,17,1428,2,991,0.0,0.0,65,221
2836,17,1428,2,991,8500.0,0.0,65,221
199,17,1428,2,991,0.0,0.0,65,221
2340,17,1428,2,991,15000.0,750.0,65,221
2149,2,466,7,991,20000.0,1500.0,65,221
136,17,795,9,1108,10900.0,135.0,65,221
1268,17,954,0,353,65000.0,5625.0,65,221
969,17,959,6,1334,70000.0,5625.0,65,221
969,17,1962,6,1334,70000.0,5625.0,65,221
1286,17,673,7,1341,97450.0,5625.0,65,221
118,17,698,7,1341,97450.0,5625.0,65,221
106,7,1428,2,122,2000.0,0.0,65,221
2824,17,1428,2,122,62000.0,5625.0,65,221
2771,11,1428,2,122,7500.0,0.0,65,221
2779,17,1428,2,122,97450.0,5625.0,65,221
169,17,1428,2,122,97450.0,0.0,7,140
146,7,1428,2,122,3500.0,0.0,65,221
2816,7,1428,2,122,24500.0,2175.0,65,221
2523,7,1428,2,122,7000.0,0.0,65,221
234,17,1428,2,122,1800.0,0.0,65,221
2878,8,1428,2,122,2900.0,0.0,65,221
241,7,1428,2,122,9500.0,0.0,65,221
109,17,1428,2,122,7000.0,0.0,65,221
181,17,76,2,122,3000.0,0.0,65,221
267,17,1428,2,122,3000.0,0.0,65,221
187,17,1428,2,122,5000.0,0.0,65,221
244,7,1428,2,122,3800.0,0.0,65,221
2468,13,1428,2,122,60000.0,5625.0,65,221
205,17,1608,2,122,2000.0,0.0,65,221
297,17,1428,2,122,0.0,0.0,65,221
144,7,1428,2,122,15000.0,750.0,65,221
122,17,68,2,122,0.0,0.0,65,221
3205,17,1428,2,122,3000.0,0.0,65,221
194,17,1428,2,122,500.0,0.0,65,221
123,17,1428,2,122,0.0,0.0,65,221
2834,17,1428,2,122,7500.0,0.0,65,221
2788,17,1428,2,122,13000.0,450.0,65,221
2829,17,1428,2,122,2500.0,0.0,65,221
2505,17,1428,2,122,6000.0,0.0,65,221
2830,17,1428,2,122,500.0,0.0,65,221
2778,17,1428,2,122,3500.0,0.0,65,221
104,17,1428,2,122,10000.0,0.0,65,221
141,17,68,2,122,2000.0,0.0,65,221
256,17,70,2,122,1500.0,0.0,65,221
147,7,68,2,122,1000.0,0.0,65,221
2516,17,84,2,122,0.0,0.0,65,221
3222,17,1428,2,122,32000.0,3780.0,65,221
2820,17,68,2,122,6000.0,0.0,65,221
254,17,1428,2,122,2200.0,0.0,65,221
238,7,1428,2,122,1000.0,0.0,65,221
1445,17,1428,2,122,1000.0,0.0,65,221
3219,17,1428,2,358,2000.0,0.0,65,221
145,7,1428,2,358,1800.0,0.0,65,221
2191,7,1433,2,358,5500.0,0.0,65,221
216,17,1428,2,358,0.0,0.0,65,221
182,17,1426,2,358,0.0,0.0,65,221
247,17,1428,2,358,1500.0,0.0,65,221
245,11,1428,2,358,17000.0,1050.0,65,221
203,17,1428,2,358,0.0,0.0,65,221
238,7,1428,2,358,6000.0,0.0,65,221
296,17,1428,2,358,0.0,0.0,65,221
230,17,1428,2,358,49100.0,5625.0,65,221
399,11,1428,2,358,5000.0,0.0,65,221
248,17,1428,2,358,500.0,0.0,65,221
2772,17,1428,2,358,3500.0,0.0,65,221
2123,17,1428,2,358,0.0,0.0,65,221
2199,17,342,2,77,250.0,0.0,65,221
792,21,1428,2,727,59250.0,5625.0,65,221
121,17,1608,2,1118,0.0,0.0,65,221
2873,17,1428,2,1118,9000.0,0.0,65,221
2802,17,68,2,1118,1450.0,0.0,65,221
441,17,1428,2,1118,3000.0,0.0,65,221
2797,17,68,2,1118,17700.0,1150.0,65,221
2253,17,1428,2,1118,2500.0,0.0,65,221
282,17,1428,2,1118,3500.0,0.0,65,221
2854,17,1428,2,1118,8000.0,0.0,65,221
2812,17,1428,2,1118,4500.0,0.0,65,221
2355,17,1428,2,1118,0.0,0.0,65,221
2874,17,1608,2,1118,9700.0,0.0,65,221
183,17,1428,2,1118,1800.0,0.0,65,221
163,6,1428,2,1118,6500.0,0.0,65,221
293,17,1428,2,1118,1200.0,0.0,65,221
214,17,265,7,1118,58000.0,5625.0,65,221
168,17,263,7,1118,40000.0,4500.0,65,221
272,17,1456,2,1352,7000.0,0.0,65,221
2082,6,1458,2,1352,1500.0,0.0,65,221
1786,17,466,7,251,5500.0,0.0,65,221
2863,17,1428,2,364,2500.0,0.0,65,221
2840,17,1428,2,364,15000.0,750.0,65,221
2827,17,1428,2,364,10000.0,0.0,65,221
3211,17,1428,2,364,400.0,0.0,65,221
2814,7,1428,2,364,9500.0,0.0,65,221
2833,17,1428,2,364,1000.0,0.0,65,221
228,3,1428,2,364,1500.0,0.0,65,221
267,17,1428,2,364,2500.0,0.0,65,221
217,17,1428,2,364,0.0,0.0,65,221
2879,17,1428,2,364,2500.0,0.0,65,221
204,17,1428,2,364,0.0,0.0,65,221
2821,6,1428,2,364,6200.0,0.0,65,221
142,7,1428,2,364,1200.0,0.0,65,221
262,17,1428,2,364,3000.0,0.0,65,221
229,17,1428,2,364,1500.0,0.0,65,221
1284,17,1888,2,364,97450.0,5625.0,65,221
1281,17,1888,2,364,18000.0,1200.0,65,221
2792,3,1433,2,884,92000.0,5625.0,65,221
209,17,1428,2,884,1500.0,0.0,65,221
280,17,1439,2,884,1800.0,0.0,65,221
249,17,1428,2,884,4000.0,0.0,65,221
2442,17,1426,2,1007,5500.0,0.0,65,221
1821,17,793,2,1007,5000.0,0.0,65,221
172,17,1236,2,1007,97450.0,5625.0,65,221
2807,17,1237,2,1007,26600.0,2490.0,65,221
1238,17,1266,5,371,0.0,5625.0,65,221
167,17,1267,5,371,40000.0,4500.0,65,221
271,17,1428,2,94,3500.0,0.0,65,221
140,7,763,2,1357,15000.0,750.0,65,221
1691,17,710,7,371,70000.0,5625.0,65,221
3223,17,1822,2,371,0.0,0.0,65,221
3127,17,1822,2,371,57000.0,5625.0,65,221
2637,17,1821,2,371,18000.0,1200.0,5,8
2562,17,262,7,750,2000.0,0.0,65,221
932,7,262,7,750,1600.0,0.0,65,221
601,17,385,7,896,4000.0,0.0,65,221
231,17,1084,0,257,0.0,0.0,65,221
430,17,402,7,102,350.0,0.0,65,221
222,2,1428,1,102,14000.0,600.0,65,221
2782,19,1428,1,577,97450.0,5625.0,65,221
1871,21,1417,1,577,59554.0,5625.0,65,221
655,17,1428,1,764,9000.0,0.0,65,221
1229,17,466,7,1139,97450.0,5625.0,65,221
2121,17,1452,7,1139,85000.0,5625.0,65,221
1691,17,1411,6,1258,70000.0,5625.0,65,221
2111,17,1243,7,1258,58000.0,5625.0,65,221
1244,17,1169,6,1258,70000.0,5625.0,65,221
1244,17,893,6,1258,70000.0,5625.0,65,221
1853,17,44,7,1364,1800.0,0.0,65,221
1629,7,1084,0,376,1200.0,0.0,65,221
1737,17,1428,1,458,1500.0,0.0,65,221
2883,17,1428,1,458,4000.0,0.0,65,221
2077,17,69,1,458,550.0,0.0,65,221
877,11,1428,1,458,2500.0,0.0,65,221
3213,17,1428,1,458,250.0,0.0,65,221
413,17,1428,1,458,0.0,0.0,65,221
304,11,1457,7,906,20000.0,1500.0,65,221
1243,17,1349,7,1024,70000.0,5625.0,65,221
1242,17,1349,7,1024,5500.0,0.0,65,221
2843,17,1428,1,1262,7000.0,0.0,65,221
2450,17,1428,1,1262,3600.0,0.0,65,221
2126,17,1428,1,1262,0.0,0.0,65,221
2516,17,1428,1,1262,0.0,0.0,65,221
3151,11,1428,1,1262,46500.0,5475.0,65,221
3220,17,1428,1,1262,6900.0,0.0,65,221
1427,7,1428,1,1262,3500.0,0.0,65,221
1395,7,1428,1,1262,1500.0,0.0,65,221
3132,7,1428,1,1262,2000.0,0.0,65,221
3217,17,1428,1,1262,3200.0,0.0,65,221
2981,17,1428,1,1262,31000.0,3150.0,65,221
1834,17,1428,1,1262,1000.0,0.0,65,221
3087,17,1428,1,1262,500.0,0.0,65,221
2283,17,1428,1,1262,800.0,0.0,65,221
1454,17,1428,1,1262,1500.0,0.0,65,221
3001,11,1428,1,1262,1600.0,0.0,65,221
2131,17,1428,1,1262,3000.0,0.0,65,221
1528,17,1428,1,1262,0.0,0.0,65,221
1401,7,1428,1,1262,1200.0,0.0,65,221
1298,17,1426,1,1262,0.0,0.0,65,221
2185,7,1428,1,1262,9000.0,0.0,65,221
2232,11,1428,1,1262,2000.0,0.0,65,221
2285,17,1428,1,1262,8000.0,0.0,65,221
2133,17,1428,1,1262,2500.0,0.0,65,221
2261,17,466,7,1262,20000.0,1500.0,65,221
180,17,1428,1,1369,5000.0,0.0,65,221
2528,17,1428,1,1369,0.0,0.0,65,221
280,17,1428,1,1369,3000.0,0.0,65,221
238,7,1428,1,1369,0.0,0.0,65,221
332,17,264,7,910,4000.0,0.0,65,221
2784,6,1428,2,5,97450.0,5625.0,65,221
1290,17,1428,1,5,97450.0,0.0,7,110
3230,7,1428,1,5,2800.0,0.0,65,221
180,17,1428,1,5,3000.0,0.0,65,221
116,17,344,7,1268,97450.0,0.0,7,104
2806,17,344,7,1268,26600.0,2490.0,65,221
186,3,1428,1,918,1500.0,0.0,65,221
2253,17,1428,1,918,0.0,0.0,65,221
