Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
2159,17,1428,1,918,450.0,0.0,65,221
178,17,1428,1,918,0.0,0.0,65,221
395,17,1428,1,918,0.0,0.0,65,221
267,17,1428,1,918,0.0,0.0,65,221
185,3,1428,1,918,5000.0,0.0,65,221
198,17,1428,1,918,600.0,0.0,65,221
2374,17,1428,1,918,2000.0,0.0,65,221
162,11,1452,7,1033,3500.0,0.0,65,221
2412,17,15,7,1155,16000.0,900.0,65,221
2791,17,123,7,1155,47000.0,5550.0,65,221
3243,2,1109,7,613,7000.0,0.0,65,221
255,7,1109,7,613,1500.0,0.0,65,221
471,17,1109,7,613,12500.0,0.0,65,221
105,17,1109,7,613,4500.0,0.0,65,221
3190,17,1109,7,613,9500.0,0.0,65,221
149,17,1109,7,613,3500.0,0.0,65,221
233,7,1109,7,613,3000.0,0.0,65,221
102,17,1109,7,613,0.0,0.0,65,221
2494,17,1109,7,613,0.0,0.0,65,221
186,3,1109,7,613,1500.0,0.0,65,221
1128,17,1109,7,613,1000.0,0.0,65,221
2780,17,1109,7,613,1400.0,0.0,65,221
386,17,1109,7,613,1300.0,0.0,65,221
2556,17,1109,7,613,1200.0,0.0,65,221
193,7,1428,1,924,9500.0,0.0,65,221
191,17,68,1,924,250.0,0.0,65,221
251,17,68,1,924,1000.0,0.0,65,221
505,17,1428,1,924,1800.0,0.0,65,221
2226,17,1428,1,924,6000.0,0.0,65,221
267,17,1428,1,924,400.0,0.0,65,221
506,17,1428,1,924,3500.0,0.0,65,221
2787,17,1428,1,924,11200.0,180.0,65,221
268,17,1428,1,924,6000.0,0.0,65,221
689,7,68,1,924,7000.0,0.0,65,221
2856,17,1428,1,924,3600.0,0.0,65,221
2790,17,1428,1,924,97450.0,5625.0,65,221
156,17,1428,1,924,800.0,0.0,65,221
236,17,1428,1,924,5500.0,0.0,65,221
2819,1,1428,2,924,800.0,0.0,65,221
2828,17,1428,1,924,1650.0,0.0,65,221
2825,17,1428,1,924,21650.0,1748.0,65,221
238,7,1428,1,924,750.0,0.0,65,221
267,17,1426,1,924,500.0,0.0,65,221
252,17,68,1,924,3000.0,0.0,65,221
2776,17,1428,1,924,1500.0,0.0,65,221
267,17,1428,1,924,1000.0,0.0,65,221
2808,17,1428,1,924,17750.0,1260.0,65,221
243,7,1452,7,1037,1000.0,0.0,7,55
1901,11,794,7,1278,5900.0,0.0,65,221
174,17,596,7,1390,70000.0,5625.0,65,221
288,17,596,7,1390,0.0,0.0,65,221
174,17,579,7,1390,70000.0,5625.0,65,221
288,17,579,7,1390,5500.0,0.0,65,221
3083,7,1428,1,486,1000.0,0.0,65,221
176,17,211,7,930,20000.0,1500.0,65,221
2263,17,879,0,1164,7000.0,0.0,65,221
3214,17,1433,1,1396,3000.0,0.0,65,221
200,17,1428,1,1396,9000.0,0.0,65,221
190,17,1109,7,288,15000.0,750.0,65,221
239,17,1109,7,288,2000.0,0.0,65,221
202,17,1109,7,288,1400.0,0.0,65,221
211,7,1109,7,288,350.0,0.0,65,221
273,17,1109,7,288,1000.0,0.0,65,221
2789,7,1109,7,288,8300.0,0.0,65,221
115,7,1109,7,288,7000.0,0.0,65,221
1471,7,1109,7,288,3500.0,0.0,65,221
1814,7,1587,0,627,0.0,0.0,65,221
3060,7,1826,0,627,1700.0,0.0,65,221
136,17,122,7,934,10900.0,135.0,65,221
221,17,117,7,934,10900.0,135.0,65,221
221,17,2019,0,934,10900.0,135.0,65,221
136,17,804,7,934,10900.0,135.0,65,221
137,17,1255,7,934,12900.0,435.0,65,221
136,16,687,7,934,10900.0,135.0,65,221
137,17,1223,7,934,12900.0,435.0,65,221
220,17,1623,0,934,10900.0,135.0,65,221
101,17,945,7,934,20000.0,1500.0,65,221
2846,17,469,7,410,97450.0,5625.0,65,221
1865,17,1065,7,410,50.0,0.0,7,92
3189,17,1428,1,634,1700.0,0.0,65,221
232,17,1428,1,634,2800.0,0.0,65,221
119,17,1428,1,634,2500.0,0.0,65,221
3036,17,1428,1,634,650.0,0.0,65,221
179,17,1428,1,634,0.0,0.0,65,221
208,17,1428,1,634,2000.0,0.0,65,221
2841,17,1428,1,634,30000.0,3000.0,65,221
2932,11,439,7,634,2500.0,0.0,65,221
220,17,1968,7,943,12900.0,435.0,65,221
138,17,1653,7,943,10900.0,135.0,65,221
674,7,1887,7,1055,5000.0,0.0,65,221
2032,17,212,7,1171,0.0,0.0,31,186
1854,17,466,7,1401,59850.0,5625.0,65,221
770,17,466,7,1401,97450.0,5625.0,65,221
2482,7,466,7,1401,26160.0,2424.0,65,221
2555,7,466,7,181,9000.0,0.0,65,221
1796,17,631,7,796,66880.0,5625.0,65,221
796,7,1428,1,29,6500.0,0.0,65,221
2799,17,1428,1,639,97450.0,5625.0,65,221
2800,17,1428,1,639,46000.0,5400.0,65,221
2794,17,466,7,1060,97450.0,5625.0,65,221
2110,17,494,11,1060,5500.0,0.0,65,221
213,17,494,11,1060,14000.0,600.0,65,221
2110,17,493,11,1060,5500.0,0.0,65,221
213,17,493,11,1060,14000.0,600.0,65,221
213,17,1705,11,1060,14000.0,600.0,65,221
212,17,1705,11,1060,5500.0,0.0,65,221
2110,17,1844,11,1060,5500.0,0.0,65,221
213,17,1845,11,1060,14000.0,600.0,65,221
2110,17,1856,11,1060,5500.0,0.0,65,221
213,17,1856,11,1060,14000.0,600.0,65,221
173,17,1112,7,1060,97450.0,0.0,7,111
2803,17,1112,7,1060,25600.0,2490.0,65,221
870,17,1107,7,1060,5000.0,0.0,65,221
139,17,1112,7,1060,0.0,0.0,65,221
117,17,998,7,1290,97450.0,5625.0,65,221
2805,17,997,7,1290,26600.0,2490.0,65,221
174,17,1376,6,1290,70000.0,5625.0,65,221
2376,17,1426,1,33,2200.0,0.0,65,221
240,7,1428,1,812,25000.0,0.0,35,190
222,2,1428,1,812,7000.0,0.0,65,221
206,17,1428,1,812,1800.0,0.0,65,221
184,17,1428,1,812,0.0,0.0,65,221
2541,17,1428,1,812,0.0,0.0,65,221
2831,17,1428,1,1410,0.0,0.0,65,221
108,17,1428,1,1410,2000.0,0.0,65,221
2796,11,1428,1,1410,16000.0,900.0,65,221
3090,17,1428,1,425,0.0,0.0,65,221
645,17,1428,1,425,8500.0,0.0,65,221
3055,17,1428,1,425,0.0,0.0,65,221
636,17,1428,1,425,3500.0,0.0,65,221
2469,17,1428,1,425,28000.0,2700.0,65,221
1934,11,1428,1,425,45000.0,0.0,7,183
3091,7,1428,1,425,9100.0,0.0,65,221
2408,17,1086,0,425,1200.0,0.0,65,221
2403,17,878,0,425,0.0,0.0,65,221
177,17,1428,1,652,2000.0,0.0,65,221
224,17,1428,1,652,1000.0,0.0,65,221
2785,17,1428,1,652,8500.0,0.0,65,221
501,17,1428,1,652,0.0,0.0,65,221
189,17,1428,1,652,14000.0,600.0,65,221
2774,7,1428,1,652,1200.0,0.0,65,221
377,17,1428,1,652,500.0,0.0,65,221
2945,17,1428,1,817,5500.0,0.0,4,7
188,17,1428,1,817,29260.0,2889.0,65,221
3161,17,1428,1,1068,1200.0,0.0,65,221
200,17,1428,1,1068,7500.0,0.0,65,221
276,17,1428,1,1068,3500.0,0.0,65,221
3210,17,1428,1,1068,9000.0,0.0,65,221
1737,17,1428,1,1068,400.0,0.0,65,221
2026,6,1428,2,1068,3200.0,0.0,65,221
2227,17,1428,1,1068,8800.0,0.0,65,221
652,17,1428,1,1068,2400.0,0.0,65,221
2241,17,1428,1,1182,2200.0,0.0,65,221
400,17,1428,1,1182,600.0,0.0,65,221
2348,7,1428,1,1182,1600.0,0.0,65,221
3114,3,1428,1,1182,2800.0,0.0,65,221
120,17,1428,1,1182,0.0,0.0,65,221
218,17,1428,1,1182,0.0,0.0,65,221
2459,17,1428,1,1182,0.0,0.0,65,221
2522,17,1428,1,1182,8500.0,0.0,65,221
1880,17,341,7,1415,1500.0,0.0,65,221
285,17,671,7,305,40000.0,4500.0,65,221
2111,17,672,7,305,0.0,5625.0,65,221
226,3,122,7,1190,600.0,0.0,65,221
226,3,119,7,1190,600.0,0.0,65,221
226,3,805,7,1190,800.0,0.0,65,221
226,3,576,7,1190,800.0,0.0,65,221
226,3,649,7,1190,800.0,0.0,65,221
226,3,1681,0,1190,800.0,0.0,65,221
226,3,533,7,1190,800.0,0.0,65,221
1759,2,466,7,309,18000.0,1200.0,65,221
215,11,1428,1,201,6500.0,0.0,65,221
153,17,1428,1,201,20000.0,1500.0,65,221
227,3,1428,1,201,5000.0,0.0,65,221
346,17,1428,1,201,3000.0,0.0,65,221
434,7,1428,1,201,2000.0,0.0,65,221
2810,2,1428,1,201,21200.0,1680.0,65,221
1367,17,568,7,526,15000.0,750.0,65,221
1367,17,557,7,526,15000.0,750.0,65,221
1367,17,1846,7,526,15000.0,750.0,65,221
1367,17,1851,7,526,15000.0,750.0,65,221
2838,17,1825,0,667,100.0,0.0,65,221
869,17,874,0,827,800.0,0.0,65,221
2190,7,1428,1,1197,3000.0,0.0,65,221
2493,17,1428,1,1197,600.0,0.0,65,221
1525,17,1428,1,1197,2500.0,0.0,65,221
2639,17,1527,7,1197,85000.0,5625.0,65,221
287,17,401,7,1306,97450.0,5625.0,65,221
2804,17,401,7,1306,26600.0,2490.0,65,221
250,17,68,1,970,2500.0,0.0,65,221
3199,17,1428,1,970,1300.0,0.0,65,221
225,17,1428,1,970,1000.0,0.0,65,221
2072,17,519,7,838,600.0,0.0,65,221
2961,17,14,7,1089,95000.0,5625.0,65,221
295,17,885,0,1206,1500.0,0.0,65,221
3106,17,885,0,1206,4300.0,0.0,65,221
143,7,1101,0,1206,800.0,0.0,65,221
260,11,997,7,1319,20000.0,1500.0,65,221
878,11,1428,1,60,60000.0,5625.0,65,221
280,17,1428,1,60,1000.0,0.0,65,221
3227,17,1428,1,60,2200.0,0.0,65,221
2795,17,1428,1,1094,97450.0,5625.0,65,221
1737,17,1428,1,1094,6000.0,0.0,65,221
170,17,1240,7,1094,35000.0,4989.0,65,221
2346,17,1257,7,1094,8260.0,0.0,65,221
1177,17,706,7,1094,40000.0,4500.0,65,221
1226,17,706,7,1094,14000.0,600.0,65,221
3102,17,213,7,685,0.0,0.0,40,195
2809,2,1428,1,551,44150.0,5123.0,65,221
241,7,1428,1,551,3500.0,0.0,65,221
196,17,1428,1,551,8500.0,0.0,65,221
379,17,1428,1,551,17000.0,1050.0,65,221
219,17,1428,1,551,0.0,0.0,65,221
3018,17,1745,0,551,62000.0,5625.0,65,221
3042,17,101,7,551,0.0,0.0,65,221
2942,7,1643,0,551,2000.0,0.0,65,221
3043,7,115,7,551,2000.0,0.0,65,221
3041,17,1547,0,551,0.0,0.0,65,221
3095,7,587,7,551,2000.0,0.0,65,221
3079,7,1223,7,551,700.0,0.0,65,221
3082,7,1178,7,551,1000.0,0.0,65,221
2506,17,1241,7,551,0.0,0.0,65,221
3081,7,607,7,551,0.0,0.0,65,221
3078,7,1182,7,551,1500.0,0.0,65,221
3038,17,189,7,551,0.0,0.0,65,221
3080,17,1215,7,551,500.0,0.0,65,221
3082,7,1937,7,551,1000.0,0.0,65,221
3080,17,286,7,551,500.0,0.0,65,221
3080,17,294,7,551,500.0,0.0,65,221
2506,17,1702,7,551,0.0,0.0,65,221
2506,17,1862,7,551,0.0,0.0,65,221
2506,17,1852,7,551,0.0,0.0,65,221
2506,17,481,7,551,0.0,0.0,65,221
2506,17,497,7,551,0.0,0.0,65,221
2817,11,1428,1,691,42000.0,4800.0,65,221
1394,7,124,7,37,6000.0,0.0,65,221
1396,7,2026,0,37,4500.0,0.0,65,221
2283,17,686,7,37,3000.0,0.0,65,221
2766,17,331,7,78,19200.0,0.0,7,23
3021,17,1428,1,98,97450.0,5625.0,65,221
1484,17,1428,1,98,1000.0,0.0,65,221
1509,11,1428,1,98,30000.0,3000.0,65,221
2223,17,1428,1,98,3000.0,0.0,65,221
2973,17,69,1,98,53500.0,5625.0,65,221
3160,2,1428,1,98,15000.0,750.0,65,221
3195,17,1428,1,98,1800.0,0.0,65,221
1369,17,1428,1,98,9000.0,0.0,65,221
3123,2,1428,1,98,24000.0,2100.0,65,221
2077,17,1428,1,98,1800.0,0.0,65,221
1410,7,1428,1,98,6500.0,0.0,65,221
2236,17,1428,1,98,2500.0,0.0,65,221
1706,17,69,1,98,5000.0,0.0,65,221
2498,2,1428,1,98,26500.0,2475.0,65,221
1933,11,1428,1,98,7500.0,0.0,65,221
359,17,764,7,30,0.0,750.0,65,221
2982,17,454,7,42,97450.0,5625.0,65,221
2239,17,1181,0,61,6000.0,0.0,65,221
2925,17,1428,1,81,15000.0,750.0,65,221
1987,17,67,1,81,3000.0,0.0,65,221
2497,17,1428,1,81,1500.0,0.0,65,221
394,17,1428,1,81,2500.0,0.0,65,221
1861,17,1428,1,81,1000.0,0.0,65,221
2418,17,1428,1,81,4000.0,0.0,65,221
1783,3,1428,1,81,1500.0,0.0,65,221
1936,17,1428,1,81,3000.0,0.0,65,221
567,17,1428,1,81,0.0,0.0,65,221
1947,17,1428,1,81,1800.0,0.0,65,221
566,17,1428,1,81,0.0,0.0,65,221
3203,7,333,7,81,1200.0,0.0,65,221
3209,17,895,7,455,8400.0,0.0,65,221
3188,17,1428,1,560,0.0,0.0,65,221
3039,17,1428,1,560,19000.0,0.0,65,221
766,17,1428,1,560,97450.0,5625.0,65,221
819,17,1428,1,560,0.0,0.0,65,221
1802,7,1428,1,560,800.0,0.0,65,221
1981,17,1428,1,560,2000.0,0.0,65,221
2014,17,1428,1,560,1000.0,0.0,65,221
1726,17,1428,1,560,0.0,0.0,65,221
569,17,1428,1,479,9500.0,0.0,65,221
707,7,1428,1,479,7500.0,0.0,65,221
914,17,1428,1,479,4000.0,0.0,65,221
842,17,1428,1,479,10000.0,0.0,65,221
797,17,876,0,479,1200.0,0.0,65,221
1988,17,876,0,479,2500.0,0.0,65,221
2362,17,1085,7,487,3000.0,0.0,65,221
522,17,1772,7,509,1250.0,0.0,65,221
3150,17,1428,1,516,6000.0,1350.0,65,221
1397,7,1428,1,516,40000.0,4500.0,65,221
3050,17,1428,1,516,0.0,0.0,65,221
549,17,331,7,522,19700.0,0.0,7,86
1496,17,331,7,522,29052.0,0.0,7,105
94,17,331,7,522,16150.0,0.0,7,102
95,17,331,7,522,14600.0,0.0,7,75
2994,17,1110,7,541,7700.0,0.0,65,221
1351,2,1106,7,541,12000.0,300.0,65,221
329,17,875,0,545,7000.0,0.0,65,221
3002,6,1428,1,584,4500.0,0.0,65,221
2090,17,1428,1,584,0.0,0.0,65,221
2149,2,1428,1,584,14000.0,600.0,65,221
2167,17,1428,1,721,0.0,0.0,65,221
1307,17,1428,1,721,0.0,0.0,65,221
1402,7,1428,1,721,2000.0,0.0,65,221
517,17,1428,1,721,7000.0,0.0,65,221
2303,17,1428,1,721,1500.0,0.0,65,221
3244,17,1428,1,721,0.0,0.0,65,221
2933,17,1428,1,721,0.0,0.0,65,221
2978,17,454,7,736,15000.0,750.0,65,221
500,17,454,7,736,9000.0,0.0,65,221
2858,18,454,7,736,46500.0,5475.0,65,221
2338,17,44,7,736,4000.0,0.0,65,221
3174,17,2034,7,746,2500.0,0.0,65,221
1551,17,1106,7,746,1500.0,0.0,65,221
2122,17,993,7,751,70000.0,5625.0,65,221
2119,17,993,7,751,5500.0,0.0,65,221
961,17,334,7,592,24500.0,0.0,7,67
1433,11,1428,1,596,25000.0,2250.0,65,221
2504,17,1428,1,596,6000.0,0.0,65,221
2077,17,1428,1,596,1500.0,0.0,65,221
2281,17,1428,1,596,4000.0,0.0,65,221
2253,17,1428,1,596,0.0,0.0,65,221
2521,17,1428,1,596,0.0,0.0,65,221
1299,17,1428,1,596,1500.0,0.0,65,221
968,17,1428,1,596,7000.0,0.0,65,221
2175,17,1428,1,596,10000.0,0.0,65,221
3218,17,1428,1,596,2000.0,0.0,65,221
2900,17,1428,1,596,18185.0,1228.0,65,221
339,7,1428,1,596,2500.0,0.0,65,221
1689,17,1773,7,603,2000.0,0.0,65,221
2230,11,221,7,607,650.0,0.0,65,221
1785,17,221,7,607,1200.0,0.0,65,221
981,6,221,7,607,1800.0,0.0,65,221
2964,17,221,7,607,5500.0,0.0,65,221
1359,7,1674,7,614,600.0,0.0,65,221
2777,17,527,0,635,6500.0,0.0,65,221
1285,17,913,6,653,70000.0,5625.0,65,221
872,17,208,7,658,0.0,0.0,65,221
740,17,1664,7,668,9868.0,0.0,65,221
2016,17,1428,1,692,6000.0,0.0,65,221
2000,17,1428,1,692,0.0,0.0,65,221
2260,17,1428,1,692,2000.0,0.0,65,221
1977,17,1433,1,692,1000.0,0.0,65,221
2343,7,1428,1,692,2500.0,0.0,65,221
1285,17,1488,6,692,70000.0,5625.0,65,221
1494,17,1428,1,865,25200.0,0.0,7,127
1574,17,1433,1,865,8000.0,0.0,65,221
1924,17,1428,1,865,9000.0,0.0,65,221
3020,17,426,7,875,97450.0,5625.0,65,221
259,17,1449,7,761,500.0,0.0,65,221
2835,6,1449,7,761,1850.0,0.0,65,221
959,17,1062,7,761,3500.0,0.0,7,125
3098,17,1428,1,776,400.0,0.0,65,221
1810,7,1428,1,776,4500.0,0.0,65,221
838,17,1428,1,776,0.0,0.0,65,221
1726,17,1428,1,776,0.0,0.0,65,221
871,17,1428,1,813,10170.0,26.0,65,221
2930,17,1428,1,813,30000.0,750.0,65,221
1839,1,1428,1,813,300.0,0.0,65,221
1810,7,1428,1,813,23000.0,1950.0,65,221
2987,17,1428,1,813,53000.0,2475.0,65,221
1774,17,1428,1,813,1800.0,0.0,65,221
603,17,465,7,818,0.0,0.0,42,197
603,17,1428,1,818,0.0,0.0,42,197
604,17,232,7,818,0.0,0.0,42,197
880,4,324,7,833,300.0,0.0,7,109
984,17,1428,1,977,2000.0,0.0,65,221
2130,17,1428,1,977,2500.0,0.0,65,221
2432,17,1428,1,977,0.0,0.0,65,221
2253,17,1428,1,977,0.0,0.0,65,221
1306,17,68,1,977,0.0,0.0,65,221
1708,17,2026,0,996,500.0,0.0,65,221
1468,17,1428,1,998,97450.0,5625.0,65,221
2159,17,1428,1,907,1200.0,0.0,65,221
2890,17,1428,1,907,15200.0,0.0,65,221
2489,17,1428,1,907,2000.0,0.0,65,221
3063,17,1428,1,907,80400.0,4530.0,65,221
2395,17,1428,1,907,0.0,0.0,65,221
3162,17,1428,1,907,0.0,0.0,65,221
2253,17,1428,1,907,0.0,0.0,65,221
2983,17,1428,1,912,1500.0,0.0,65,221
2174,17,454,7,931,60000.0,5625.0,65,221
2188,17,454,7,931,25000.0,2250.0,65,221
99,17,1313,7,935,660.0,0.0,65,221
1113,6,1106,7,952,10000.0,0.0,65,221
1547,7,2033,7,952,7100.0,0.0,65,221
1447,17,1106,7,952,0.0,0.0,65,221
954,17,1110,7,952,15000.0,750.0,65,221
953,17,1106,7,952,19600.0,1440.0,65,221
1466,17,1428,1,959,20000.0,1500.0,65,221
2357,17,1428,1,959,15000.0,750.0,65,221
1427,7,1428,1,959,4000.0,0.0,65,221
3125,6,1428,1,959,2000.0,0.0,65,221
1407,7,1428,1,959,1500.0,0.0,65,221
2781,7,1428,1,959,5000.0,0.0,65,221
1937,17,1428,1,959,3800.0,0.0,65,221
900,17,1428,1,959,1000.0,0.0,65,221
558,17,1428,1,959,0.0,0.0,65,221
1304,17,1428,1,959,0.0,0.0,38,193
1534,17,1428,1,959,45000.0,5250.0,65,221
2478,17,1428,1,959,0.0,0.0,65,221
1436,17,1428,1,959,22000.0,0.0,7,148
1617,17,1428,1,959,55000.0,5625.0,65,221
414,17,1428,1,959,1000.0,0.0,65,221
524,17,1428,1,959,0.0,0.0,65,221
795,17,1428,1,959,15000.0,750.0,65,221
2931,17,1428,1,959,51000.0,5625.0,65,221
1617,17,1428,1,959,2500.0,0.0,65,221
3126,3,1428,1,959,19500.0,3450.0,65,221
596,17,68,1,959,36215.0,3933.0,65,221
2862,17,1428,1,959,0.0,0.0,65,221
2906,17,68,1,959,30800.0,3120.0,65,221
331,17,68,1,959,12765.0,415.0,65,221
3208,17,68,1,959,27345.0,2602.0,65,221
772,17,68,1,959,97450.0,5625.0,65,221
2253,17,1428,1,959,0.0,0.0,65,221
2253,17,1428,1,959,0.0,0.0,65,221
2456,17,1428,1,959,0.0,0.0,65,221
2159,17,1428,1,959,2200.0,0.0,65,221
3245,17,1428,1,959,19925.0,1489.0,65,221
2743,17,1313,7,959,97450.0,0.0,7,149
2258,17,1313,7,959,15000.0,0.0,7,93
2147,17,1428,1,1044,25000.0,2250.0,65,221
1506,17,1428,1,1044,35000.0,0.0,7,73
396,17,1428,1,1044,0.0,0.0,65,221
397,17,1428,1,1044,0.0,0.0,65,221
392,17,1428,1,1044,97450.0,0.0,7,107
2321,17,1428,1,1044,97450.0,5625.0,65,221
2219,17,1428,1,1044,10000.0,0.0,65,221
2963,17,1428,1,1044,1500.0,0.0,65,221
2190,7,1428,1,1044,5000.0,0.0,65,221
3120,2,85,1,1044,23000.0,1950.0,65,221
1171,17,1481,7,1106,60000.0,5625.0,65,221
1168,17,1481,7,1106,35000.0,3750.0,65,221
2466,7,1450,7,1109,2000.0,0.0,65,221
3152,7,1648,7,1115,4200.0,0.0,65,221
1406,7,1106,7,1119,5000.0,0.0,65,221
990,7,1110,7,1119,5000.0,0.0,65,221
383,17,1110,7,1119,0.0,0.0,65,221
511,17,1110,7,1119,7000.0,0.0,65,221
382,17,1110,7,1119,0.0,0.0,65,221
384,17,1110,7,1119,0.0,0.0,65,221
916,17,1110,7,1119,1500.0,0.0,65,221
1118,7,1110,7,1119,2500.0,0.0,65,221
1827,17,1110,7,1119,1600.0,0.0,65,221
2155,2,454,7,1123,18000.0,1200.0,65,221
2186,7,454,7,1123,2000.0,0.0,65,221
2190,7,1819,7,1050,2000.0,0.0,65,221
3136,17,423,7,1069,24000.0,2100.0,65,221
2149,2,1428,1,1077,10000.0,0.0,65,221
1302,17,1428,1,1077,0.0,0.0,65,221
773,17,1428,1,1077,12000.0,300.0,65,221
2967,17,1428,1,1077,1000.0,0.0,65,221
1662,17,1428,1,1077,97450.0,0.0,7,91
658,17,221,7,1084,2000.0,0.0,7,52
908,17,221,7,1084,0.0,0.0,7,98
1350,2,1110,7,1095,20000.0,1500.0,65,221
1361,17,1428,1,1126,5000.0,0.0,65,221
3163,17,1428,1,1126,1000.0,0.0,65,221
1860,17,1428,1,1126,10000.0,0.0,65,221
1462,17,1428,1,1126,97450.0,0.0,7,95
1679,17,1515,7,1126,97450.0,5625.0,65,221
1539,17,943,7,1204,1200.0,0.0,65,221
1539,17,926,7,1204,1200.0,0.0,65,221
1539,17,1290,7,1204,1200.0,0.0,65,221
1539,17,1529,7,1204,1200.0,0.0,65,221
1539,17,1329,7,1204,1200.0,0.0,65,221
1539,17,823,7,1204,1200.0,0.0,65,221
2783,17,226,7,1221,1500.0,0.0,65,221
1661,17,1415,7,1221,60000.0,5625.0,65,221
310,17,1214,7,1234,3000.0,0.0,65,221
2400,17,1214,7,1234,2000.0,0.0,65,221
1360,17,1428,1,1129,6000.0,0.0,65,221
1441,17,221,7,1129,0.0,0.0,7,120
2319,17,2015,0,1129,97450.0,5625.0,65,221
2281,17,1428,1,1140,6000.0,0.0,65,221
2253,17,1428,1,1140,0.0,0.0,65,221
396,17,1428,1,1140,0.0,0.0,65,221
3000,17,1428,1,1145,97450.0,5625.0,65,221
1686,17,1428,1,1145,97450.0,0.0,7,97
1356,2,1152,0,1183,5500.0,0.0,65,221
3172,17,1470,7,1183,500.0,0.0,65,221
1419,17,1428,1,1211,3000.0,0.0,65,221
2114,17,636,7,1329,27000.0,2550.0,65,221
2099,17,636,7,1329,60000.0,5625.0,65,221
419,17,1428,1,1332,10000.0,0.0,65,221
3133,17,1428,1,1332,21000.0,1650.0,65,221
833,17,1428,1,1332,3500.0,0.0,65,221
3121,2,1824,0,1253,2000.0,0.0,65,221
2272,17,1110,7,1273,3500.0,0.0,65,221
1518,17,1110,7,1273,2500.0,0.0,65,221
785,7,1110,7,1273,7500.0,0.0,65,221
1522,17,1110,7,1273,0.0,0.0,65,221
938,7,1110,7,1273,2500.0,0.0,65,221
1671,17,1066,7,1282,35000.0,3750.0,65,221
1671,17,1090,7,1282,15000.0,750.0,65,221
1671,17,243,7,1282,40000.0,4500.0,65,221
1647,17,630,7,1298,21000.0,1650.0,65,221
2089,17,1214,7,1379,2000.0,0.0,65,221
3111,17,454,7,1446,9500.0,0.0,65,221
1856,17,773,7,1397,2500.0,0.0,65,221
2349,17,43,7,1397,3000.0,0.0,65,221
1698,17,43,7,1397,70000.0,5625.0,65,221
1300,17,1428,1,1416,0.0,0.0,65,221
2984,17,1428,1,1416,18000.0,0.0,65,221
1497,17,1428,1,1416,0.0,0.0,65,221
1505,17,1428,1,1416,3000.0,0.0,65,221
662,17,1428,1,1416,2500.0,0.0,65,221
2130,17,1428,1,1416,5000.0,0.0,65,221
2127,17,1428,1,1416,0.0,0.0,65,221
712,7,1428,1,1416,2000.0,0.0,65,221
2496,17,1428,1,1416,400.0,0.0,65,221
2126,17,1428,1,1416,0.0,0.0,65,221
1752,17,1428,1,1416,200.0,0.0,65,221
2225,17,1428,1,1416,2000.0,0.0,65,221
2170,7,1428,1,1416,40000.0,4500.0,65,221
1408,7,1428,1,1416,0.0,0.0,65,221
2181,7,1428,1,1416,7500.0,0.0,65,221
1431,7,1428,1,1416,3000.0,0.0,65,221
2174,17,1428,1,1416,10000.0,0.0,65,221
2163,3,1428,1,1416,8500.0,0.0,65,221
2181,7,1428,1,1416,2000.0,0.0,65,221
2253,17,1428,1,1416,0.0,0.0,65,221
849,17,1428,1,1416,6000.0,0.0,65,221
1524,17,1428,1,1416,0.0,0.0,65,221
3176,17,1428,1,1416,7400.0,0.0,65,221
836,17,1428,1,1416,0.0,0.0,65,221
513,17,1428,1,1416,0.0,0.0,65,221
2253,17,1428,1,1416,0.0,0.0,65,221
834,17,1428,1,1416,8500.0,0.0,65,221
2516,17,1608,1,1416,0.0,0.0,65,221
2292,17,1428,1,1419,5500.0,0.0,65,221
1476,17,1428,1,1419,40000.0,4500.0,65,221
2306,17,1428,1,1422,8000.0,0.0,65,221
2231,11,1428,1,1422,20000.0,1500.0,65,221
3128,7,1428,1,1422,40000.0,1500.0,65,221
2293,17,1428,1,1422,0.0,0.0,65,221
2742,2,1428,1,1422,11000.0,1125.0,65,221
3097,17,1428,1,1422,0.0,0.0,65,221
3119,2,454,7,216,42000.0,4800.0,65,221
2682,11,1428,1,136,53500.0,0.0,7,13
2190,7,1428,1,136,6000.0,0.0,65,221
2487,17,1081,0,202,45000.0,3000.0,65,221
3158,17,1428,1,327,16500.0,975.0,65,221
3140,17,1428,1,327,7000.0,0.0,65,221
1294,11,1428,1,327,16000.0,900.0,65,221
1303,17,1428,1,327,0.0,0.0,65,221
3241,17,1428,1,327,700.0,0.0,65,221
3005,7,1302,0,239,21400.0,1710.0,65,221
3110,17,1428,1,271,34275.0,3642.0,65,221
657,17,1428,1,271,35000.0,3750.0,65,221
2240,17,1428,1,271,2000.0,0.0,65,221
2172,17,1428,1,271,15000.0,750.0,65,221
2488,17,1428,1,271,46000.0,5400.0,65,221
2128,17,1428,1,271,0.0,0.0,65,221
2966,17,1428,1,271,0.0,0.0,65,221
2895,17,1428,1,271,2000.0,0.0,65,221
967,17,1428,1,271,500.0,0.0,65,221
2250,17,1428,1,274,3000.0,0.0,65,221
1564,11,1428,1,274,3500.0,0.0,65,221
2169,17,1428,1,274,7000.0,0.0,65,221
1131,7,1428,1,280,3000.0,0.0,65,221
2219,17,1428,1,280,10000.0,0.0,65,221
2228,17,1428,1,280,1200.0,0.0,65,221
2253,17,1428,1,280,0.0,0.0,65,221
2253,17,1428,1,280,0.0,0.0,65,221
